Symbol,name,Name,Sector,industry,Summary Quote
NVIV,invivo therapeutics holdings corp.,InVivo Therapeutics Holdings Corp.,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv
IVTY,"invuity, inc.","Invuity, Inc.",Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ivty
IONS,"ionis pharmaceuticals, inc.","Ionis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ions
IPAS,ipass inc.,iPass Inc.,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas
DTYS,ipath us treasury 10-year bear etn,iPath US Treasury 10-year Bear ETN,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtys
DTYL,ipath us treasury 10-year bull etn,iPath US Treasury 10-year Bull ETN,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtyl
DTUS,ipath us treasury 2-year bear etn,iPath US Treasury 2-year Bear ETN,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtus
DTUL,ipath us treasury 2-year bull etn,iPath US Treasury 2-year Bull ETN,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtul
DFVS,ipath us treasury 5-year bear exchange traded note,iPath US Treasury 5-year Bear Exchange Traded Note,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvs
DFVL,ipath us treasury 5-year bull etn,iPath US Treasury 5-year Bull ETN,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvl
FLAT,ipath us treasury flattener etn,iPath US Treasury Flattener ETN,Finance,Commercial Banks,http://www.nasdaq.com/symbol/flat
DLBS,ipath us treasury long bond bear etn,iPath US Treasury Long Bond Bear ETN,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbs
STPP,ipath us treasury steepener etn,iPath US Treasury Steepener ETN,Finance,Commercial Banks,http://www.nasdaq.com/symbol/stpp
IPGP,ipg photonics corporation,IPG Photonics Corporation,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
IRMD,iradimed corporation,iRadimed Corporation,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd
IRTC,"irhythm technologies, inc.","iRhythm Technologies, Inc.",Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irtc
IRIX,iridex corporation,IRIDEX Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix
IRDM,iridium communications inc,Iridium Communications Inc,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm
IRDMB,iridium communications inc,Iridium Communications Inc,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmb
IRBT,irobot corporation,iRobot Corporation,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt
IRWD,"ironwood pharmaceuticals, inc.","Ironwood Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd
IRCP,irsa propiedades comerciales s.a.,IRSA Propiedades Comerciales S.A.,Consumer Services,Building operators,http://www.nasdaq.com/symbol/ircp
PMPT,isectors post-mpt growth etf,iSectors Post-MPT Growth ETF,n/a,n/a,http://www.nasdaq.com/symbol/pmpt
SLQD,ishares 0-5 year investment grade corporate bond etf,iShares 0-5 Year Investment Grade Corporate Bond ETF,n/a,n/a,http://www.nasdaq.com/symbol/slqd
TLT,ishares 20+ year treasury bond etf,iShares 20+ Year Treasury Bond ETF,n/a,n/a,http://www.nasdaq.com/symbol/tlt
AIA,ishares asia 50 etf,iShares Asia 50 ETF,n/a,n/a,http://www.nasdaq.com/symbol/aia
COMT,ishares commodities select strategy etf,iShares Commodities Select Strategy ETF,n/a,n/a,http://www.nasdaq.com/symbol/comt
IXUS,ishares core msci total international stock etf,iShares Core MSCI Total International Stock ETF,n/a,n/a,http://www.nasdaq.com/symbol/ixus
FALN,ishares fallen angels usd bond etf,iShares Fallen Angels USD Bond ETF,n/a,n/a,http://www.nasdaq.com/symbol/faln
IFEU,ishares ftse epra/nareit europe index fund,iShares FTSE EPRA/NAREIT Europe Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/ifeu
IFGL,ishares ftse epra/nareit global real estate ex-u.s. index fund,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/ifgl
IGF,ishares global infrastructure etf,iShares Global Infrastructure ETF,n/a,n/a,http://www.nasdaq.com/symbol/igf
GNMA,ishares gnma bond etf,iShares GNMA Bond ETF,n/a,n/a,http://www.nasdaq.com/symbol/gnma
HYXE,ishares iboxx $ high yield ex oil & gas corporate bond etf,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,n/a,n/a,http://www.nasdaq.com/symbol/hyxe
JKI,ishares morningstar mid-cap etf,iShares Morningstar Mid-Cap ETF,n/a,n/a,http://www.nasdaq.com/symbol/jki
ACWX,ishares msci acwi ex us index fund,iShares MSCI ACWI ex US Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/acwx
ACWI,ishares msci acwi index fund,iShares MSCI ACWI Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/acwi
AAXJ,ishares msci all country asia ex japan index fund,iShares MSCI All Country Asia ex Japan Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
EWZS,ishares msci brazil small-cap etf,iShares MSCI Brazil Small-Cap ETF,n/a,n/a,http://www.nasdaq.com/symbol/ewzs
MCHI,ishares msci china etf,iShares MSCI China ETF,n/a,n/a,http://www.nasdaq.com/symbol/mchi
ESGD,ishares msci eafe esg optimized etf,iShares MSCI EAFE ESG Optimized ETF,n/a,n/a,http://www.nasdaq.com/symbol/esgd
SCZ,ishares msci eafe small-cap etf,iShares MSCI EAFE Small-Cap ETF,n/a,n/a,http://www.nasdaq.com/symbol/scz
ESGE,ishares msci em esg optimized etf,iShares MSCI EM ESG Optimized ETF,n/a,n/a,http://www.nasdaq.com/symbol/esge
EEMA,ishares msci emerging markets asia index fund,iShares MSCI Emerging Markets Asia Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/eema
EUFN,ishares msci europe financials sector index fund,iShares MSCI Europe Financials Sector Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/eufn
IEUS,ishares msci europe small-cap etf,iShares MSCI Europe Small-Cap ETF,n/a,n/a,http://www.nasdaq.com/symbol/ieus
MPCT,ishares msci global impact etf,iShares MSCI Global Impact ETF,n/a,n/a,http://www.nasdaq.com/symbol/mpct
ENZL,ishares msci new zealand capped etf,iShares MSCI New Zealand Capped ETF,n/a,n/a,http://www.nasdaq.com/symbol/enzl
QAT,ishares msci qatar capped etf,iShares MSCI Qatar Capped ETF,n/a,n/a,http://www.nasdaq.com/symbol/qat
UAE,ishares msci uae capped etf,iShares MSCI UAE Capped ETF,n/a,n/a,http://www.nasdaq.com/symbol/uae
ESGU,ishares msci usa esg optimized etf,iShares MSCI USA ESG Optimized ETF,n/a,n/a,http://www.nasdaq.com/symbol/esgu
IBB,ishares nasdaq biotechnology index fund,iShares Nasdaq Biotechnology Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/ibb
SOXX,ishares phlx sox semiconductor sector index fund,iShares PHLX SOX Semiconductor Sector Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/soxx
EMIF,ishares s&p emerging markets infrastructure index fund,iShares S&P Emerging Markets Infrastructure Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/emif
ICLN,ishares s&p global clean energy index fund,iShares S&P Global Clean Energy Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/icln
WOOD,ishares s&p global timber & forestry index fund,iShares S&P Global Timber & Forestry Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/wood
INDY,ishares s&p india nifty 50 index fund,iShares S&P India Nifty 50 Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/indy
ISHG,ishares s&p/citigroup 1-3 year international treasury bond fun,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,n/a,n/a,http://www.nasdaq.com/symbol/ishg
IGOV,ishares s&p/citigroup international treasury bond fund,iShares S&P/Citigroup International Treasury Bond Fund,n/a,n/a,http://www.nasdaq.com/symbol/igov
ISLE,"isle of capri casinos, inc.","Isle of Capri Casinos, Inc.",Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/isle
ISRL,"isramco, inc.","Isramco, Inc.",Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/isrl
ITI,"iteris, inc.","Iteris, Inc.",Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/iti
ITRI,"itron, inc.","Itron, Inc.",Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri
ITRN,ituran location and control ltd.,Ituran Location and Control Ltd.,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/itrn
ITUS,itus corporation,ITUS Corporation,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/itus
IVENC,ivy nextshares,Ivy NextShares,n/a,n/a,http://www.nasdaq.com/symbol/ivenc
IVFGC,ivy nextshares,Ivy NextShares,n/a,n/a,http://www.nasdaq.com/symbol/ivfgc
IVFVC,ivy nextshares,Ivy NextShares,n/a,n/a,http://www.nasdaq.com/symbol/ivfvc
XXIA,ixia,Ixia,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/xxia
IXYS,ixys corporation,IXYS Corporation,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys
IZEA,izea inc.,IZEA Inc.,Consumer Services,Advertising,http://www.nasdaq.com/symbol/izea
JJSF,j & j snack foods corp.,J & J Snack Foods Corp.,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf
MAYS,"j. w. mays, inc.","J. W. Mays, Inc.",Consumer Services,Building operators,http://www.nasdaq.com/symbol/mays
JBHT,"j.b. hunt transport services, inc.","J.B. Hunt Transport Services, Inc.",Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht
JCOM,"j2 global, inc.","j2 Global, Inc.",Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom
JASO,"ja solar holdings, co., ltd.","JA Solar Holdings, Co., Ltd.",Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso
JKHY,"jack henry & associates, inc.","Jack Henry & Associates, Inc.",Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy
JACK,jack in the box inc.,Jack In The Box Inc.,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack
JXSB,jacksonville bancorp inc.,Jacksonville Bancorp Inc.,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb
JAGX,"jaguar animal health, inc.","Jaguar Animal Health, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jagx
JAKK,"jakks pacific, inc.","JAKKS Pacific, Inc.",Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jakk
JMBA,"jamba, inc.","Jamba, Inc.",Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jmba
JRVR,"james river group holdings, ltd.","James River Group Holdings, Ltd.",Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/jrvr
SGQI,janus sg global quality income etf,Janus SG Global Quality Income ETF,n/a,n/a,http://www.nasdaq.com/symbol/sgqi
JSML,janus small cap growth alpha etf,Janus Small Cap Growth Alpha ETF,n/a,n/a,http://www.nasdaq.com/symbol/jsml
JSMD,janus small/mid cap growth alpha etf,Janus Small/Mid Cap Growth Alpha ETF,n/a,n/a,http://www.nasdaq.com/symbol/jsmd
JASN,"jason industries, inc.","Jason Industries, Inc.",Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasn
JASNW,"jason industries, inc.","Jason Industries, Inc.",Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasnw
JAZZ,jazz pharmaceuticals plc,Jazz Pharmaceuticals plc,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz
JD,"jd.com, inc.","JD.com, Inc.",Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jd
JSYN,jensyn acquistion corp.,Jensyn Acquistion Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/jsyn
JSYNR,jensyn acquistion corp.,Jensyn Acquistion Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/jsynr
JSYNU,jensyn acquistion corp.,Jensyn Acquistion Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/jsynu
JSYNW,jensyn acquistion corp.,Jensyn Acquistion Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/jsynw
JBLU,jetblue airways corporation,JetBlue Airways Corporation,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu
JTPY,jetpay corporation,JetPay Corporation,Finance,Business Services,http://www.nasdaq.com/symbol/jtpy
JCTCF,jewett-cameron trading company,Jewett-Cameron Trading Company,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/jctcf
JIVE,"jive software, inc.","Jive Software, Inc.",Technology,EDP Services,http://www.nasdaq.com/symbol/jive
WYIG,jm global holding company,JM Global Holding Company,Finance,Business Services,http://www.nasdaq.com/symbol/wyig
WYIGU,jm global holding company,JM Global Holding Company,Finance,Business Services,http://www.nasdaq.com/symbol/wyigu
WYIGW,jm global holding company,JM Global Holding Company,Finance,Business Services,http://www.nasdaq.com/symbol/wyigw
JMU,jmu limited,JMU Limited,Technology,EDP Services,http://www.nasdaq.com/symbol/jmu
JBSS,"john b. sanfilippo & son, inc.","John B. Sanfilippo & Son, Inc.",Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss
JOUT,johnson outdoors inc.,Johnson Outdoors Inc.,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jout
JNCE,"jounce therapeutics, inc.","Jounce Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/jnce
JNP,"juniper pharmaceuticals, inc.","Juniper Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnp
JUNO,"juno therapeutics, inc.","Juno Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno
KTWO,"k2m group holdings, inc.","K2M Group Holdings, Inc.",Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ktwo
KALU,kaiser aluminum corporation,Kaiser Aluminum Corporation,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu
KALV,"kalvista pharmaceuticals, inc.","KalVista Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kalv
KMDA,kamada ltd.,Kamada Ltd.,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda
KNDI,"kandi technologies group, inc.","Kandi Technologies Group, Inc.",Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi
KPTI,karyopharm therapeutics inc.,Karyopharm Therapeutics Inc.,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti
KBSF,kbs fashion group limited,KBS Fashion Group Limited,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kbsf
KCAP,"kcap financial, inc.","KCAP Financial, Inc.",n/a,n/a,http://www.nasdaq.com/symbol/kcap
KRNY,kearny financial,Kearny Financial,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny
KELYA,"kelly services, inc.","Kelly Services, Inc.",Technology,Professional Services,http://www.nasdaq.com/symbol/kelya
KELYB,"kelly services, inc.","Kelly Services, Inc.",Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb
KMPH,"kempharm, inc.","KemPharm, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmph
KFFB,kentucky first federal bancorp,Kentucky First Federal Bancorp,Finance,Savings Institutions,http://www.nasdaq.com/symbol/kffb
KERX,"keryx biopharmaceuticals, inc.","Keryx Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx
KEQU,kewaunee scientific corporation,Kewaunee Scientific Corporation,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kequ
KTEC,"key technology, inc.","Key Technology, Inc.",Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec
KTCC,key tronic corporation,Key Tronic Corporation,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc
KFRC,"kforce, inc.","Kforce, Inc.",Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc
KE,"kimball electronics, inc.","Kimball Electronics, Inc.",Technology,Electrical Products,http://www.nasdaq.com/symbol/ke
KBAL,"kimball international, inc.","Kimball International, Inc.",Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/kbal
KIN,"kindred biosciences, inc.","Kindred Biosciences, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kin
KGJI,kingold jewelry inc.,Kingold Jewelry Inc.,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/kgji
KINS,"kingstone companies, inc","Kingstone Companies, Inc",Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins
KONE,kingtone wirelessinfo solution holding ltd,Kingtone Wirelessinfo Solution Holding Ltd,Technology,EDP Services,http://www.nasdaq.com/symbol/kone
KNSL,"kinsale capital group, inc.","Kinsale Capital Group, Inc.",Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/knsl
KIRK,"kirkland&#39;s, inc.","Kirkland&#39;s, Inc.",Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk
KITE,"kite pharma, inc.","Kite Pharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/kite
KTOV,kitov pharmaceuticals holdings ltd.,Kitov Pharmaceuticals Holdings Ltd.,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktov
KTOVW,kitov pharmaceuticals holdings ltd.,Kitov Pharmaceuticals Holdings Ltd.,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktovw
KLAC,kla-tencor corporation,KLA-Tencor Corporation,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac
KLRE,klr energy acquisition corp.,KLR Energy Acquisition Corp.,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/klre
KLREU,klr energy acquisition corp.,KLR Energy Acquisition Corp.,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/klreu
KLREW,klr energy acquisition corp.,KLR Energy Acquisition Corp.,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/klrew
KLXI,klx inc.,KLX Inc.,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/klxi
KONA,"kona grill, inc.","Kona Grill, Inc.",Consumer Services,Restaurants,http://www.nasdaq.com/symbol/kona
KZ,kongzhong corporation,KongZhong Corporation,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/kz
KOPN,kopin corporation,Kopin Corporation,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn
